10,0.0790675,-0.350464
9.77693,0.915477,0.157101
9.64073,0.744273,0.849199
9.34863,1.27116,0.863024
10.5129,0.199391,0.229626
9.51286,1.09601,2.4184
9.82286,1.0684,2.52678
9.18002,0.806333,1.2698
8.76075,2.29381,3.00127
9.69732,2.47158,2.34253
10.0519,3.05933,3.52207
8.63635,2.7134,3.68135
8.78716,3.26765,3.32929
8.36926,4.1878,3.90026
8.2743,4.42707,3.5394
7.78584,4.04992,4.73696
6.85116,4.74115,4.28393
7.61895,4.75173,4.20166
7.61419,4.75583,5.67296
6.8533,4.65125,5.40691
6.98832,5.59797,5.01167
6.08423,5.51067,4.96916
5.56693,6.21772,5.95532
5.89024,5.22089,6.47108
5.99703,6.68695,5.71822
4.46393,6.6785,6.37096
4.18354,5.99675,6.2087
3.78347,6.65954,6.45544
3.89243,6.03279,6.94992
4.11413,6.24659,6.90589
4.23138,8.01818,7.56029
2.63997,7.40143,5.81963
2.88055,6.94688,7.59829
1.15543,6.971,7.41137
1.11417,6.22095,6.3037
0.417366,6.4742,7.06903
0.804907,6.87086,6.97872
0.377037,7.30888,7.1902
-0.0226037,7.12672,7.57501
-0.587944,5.93953,6.36744
-1.67779,6.89559,7.35724
-1.38041,6.56868,7.08875
-1.73633,6.22724,7.07828
-2.62671,7.51819,6.83871
-2.41709,6.82489,6.93469
-2.80828,5.86007,7.12438
-3.52298,5.81379,5.51195
-3.6823,6.74183,7.19408
-4.05169,6.24841,5.21658
-4.6735,5.6435,7.14962
-4.82065,6.00979,6.26593
-5.685,6.6082,5.75118
-6.62229,5.63204,6.36802
-5.6581,5.67255,5.48272
-6.94794,4.78868,6.1286
-6.60675,5.55451,5.50601
-7.13667,5.24468,5.10343
-7.30252,5.03948,4.61582
-7.77874,3.93679,5.54566
-9.0579,4.05441,4.2528
-7.13596,4.30773,4.26705
-8.5882,4.38587,3.38939
-8.22246,3.92167,2.52206
-7.68937,3.77064,4.62884
-8.29379,3.31529,2.91088
-9.13419,2.52667,2.60116
-9.27855,2.67876,2.83799
-9.51231,2.3696,2.46143
-9.16817,1.92244,1.58957
-10.2554,1.67516,1.92385
-10.2217,1.41842,1.43771
-10.7302,1.75099,1.00333
-9.32447,0.771807,0.821186
-9.69848,1.22355,0.742145
-9.50595,0.00037741,0.427766
-10.167,0.0300203,0.508226
-10.1507,-0.0158395,-0.679062
-9.48893,0.182931,-2.12623
-10.2659,-0.419552,0.0508994
-10.6056,-0.595748,-1.16333
-9.69886,-1.79965,-1.79535
-9.17674,-1.70146,-2.19323
-10.1039,-2.44301,-1.45558
-8.81593,-0.884196,-2.17912
-9.3868,-3.19106,-3.10715
-8.52347,-3.47382,-3.09906
-8.1247,-3.06911,-2.75795
-9.15082,-2.79619,-3.23535
-9.5093,-3.42146,-3.62895
-8.46911,-3.45379,-3.92083
-8.7627,-3.86424,-4.76646
-8.00371,-3.84457,-4.36064
-7.84003,-4.73657,-4.67066
-6.698,-5.0773,-4.308
-7.03396,-4.97846,-5.35097
-6.46724,-4.03617,-5.10523
-7.18311,-5.5375,-5.43179
-6.4813,-4.85298,-5.96059
-6.44205,-6.18642,-5.37469
-6.28049,-5.94833,-5.16527
-5.40982,-6.42904,-6.01535
-4.44041,-6.27759,-6.50258
-4.3704,-5.84197,-6.3981
-3.53157,-5.66991,-6.3024
-3.02526,-6.80061,-6.28402
-3.84045,-5.8845,-6.28014
-2.6141,-6.40603,-7.20253
-2.2873,-6.09206,-6.40222
-2.5129,-7.12324,-6.70545
-1.1022,-6.34857,-7.43136
-1.51421,-6.24817,-7.10894
-0.322939,-7.31501,-6.95125
-0.224354,-5.93064,-7.22311
0.605675,-7.30054,-7.43962
0.574478,-7.22427,-6.74848
0.519294,-5.94706,-6.90802
1.39656,-7.61847,-7.27208
1.40194,-7.03975,-5.43015
2.54245,-7.66863,-6.33033
2.52926,-7.0934,-6.92102
2.69992,-7.28136,-7.63308
4.13273,-6.76372,-6.68815
4.126,-6.27136,-6.98615
4.73389,-6.30724,-6.38384
3.40942,-5.85257,-6.05469
5.32577,-6.38795,-6.97526
5.67541,-5.52518,-6.79856
6.10764,-6.30572,-5.7064
6.93988,-5.20969,-6.51441
5.90906,-5.36423,-5.82763
7.21004,-5.17688,-4.88663
7.36561,-3.93891,-5.31086
7.14191,-3.9739,-4.77384
7.25061,-4.68079,-4.29058
7.26684,-4.59063,-4.62791
8.15891,-4.47547,-4.29452
8.12765,-3.75705,-3.65585
9.11106,-3.80393,-3.02282
8.78258,-3.4975,-3.91218
8.92555,-2.79067,-2.40891
9.54434,-1.92352,-2.53771
9.36463,-2.95657,-2.47348
9.21753,-2.23021,-3.26077
10.2123,-1.88073,-2.14921
9.12543,-1.35945,-2.23675
9.95962,-1.67292,-1.48799
9.61606,-0.776807,-1.01527
9.40803,-1.04036,-1.35065
10.1463,0.0991831,-0.414055
9.62786,-0.0482528,-0.393324
