10,0,0
9.99123,0.296106,0.296106
9.96493,0.591692,0.591692
9.92115,0.88624,0.88624
9.85996,1.17923,1.17923
9.78148,1.47016,1.47016
9.68583,1.7585,1.7585
9.57319,2.04376,2.04376
9.44376,2.32544,2.32544
9.29776,2.60303,2.60303
9.13545,2.87606,2.87606
8.95712,3.14405,3.14405
8.76307,3.40651,3.40651
8.55364,3.663,3.663
8.32921,3.91307,3.91307
8.09017,4.15627,4.15627
7.83693,4.39218,4.39218
7.56995,4.62038,4.62038
7.28969,4.84048,4.84048
6.99663,5.05208,5.05208
6.69131,5.25483,5.25483
6.37424,5.44835,5.44835
6.04599,5.63232,5.63232
5.70714,5.8064,5.8064
5.35827,5.9703,5.9703
5,6.12372,6.12372
4.63296,6.26641,6.26641
4.25779,6.39809,6.39809
3.87516,6.51856,6.51856
3.48572,6.62758,6.62758
3.09017,6.72499,6.72499
2.6892,6.81059,6.81059
2.28351,6.88424,6.88424
1.87381,6.94582,6.94582
1.46083,6.99521,6.99521
1.04528,7.03233,7.03233
0.627905,7.05711,7.05711
0.209424,7.06952,7.06952
-0.209424,7.06952,7.06952
-0.627905,7.05711,7.05711
-1.04528,7.03233,7.03233
-1.46083,6.99521,6.99521
-1.87381,6.94582,6.94582
-2.28351,6.88424,6.88424
-2.6892,6.81059,6.81059
-3.09017,6.72499,6.72499
-3.48572,6.62758,6.62758
-3.87516,6.51856,6.51856
-4.25779,6.39809,6.39809
-4.63296,6.26641,6.26641
-5,6.12372,6.12372
-5.35827,5.9703,5.9703
-5.70714,5.8064,5.8064
-6.04599,5.63232,5.63232
-6.37424,5.44835,5.44835
-6.69131,5.25483,5.25483
-6.99663,5.05208,5.05208
-7.28969,4.84048,4.84048
-7.56995,4.62038,4.62038
-7.83693,4.39218,4.39218
-8.09017,4.15627,4.15627
-8.32921,3.91307,3.91307
-8.55364,3.663,3.663
-8.76307,3.40651,3.40651
-8.95712,3.14405,3.14405
-9.13545,2.87606,2.87606
-9.29776,2.60303,2.60303
-9.44376,2.32544,2.32544
-9.57319,2.04376,2.04376
-9.68583,1.7585,1.7585
-9.78148,1.47016,1.47016
-9.85996,1.17923,1.17923
-9.92115,0.88624,0.88624
-9.96493,0.591692,0.591692
-9.99123,0.296106,0.296106
-10,-1.4835e-14,-1.4835e-14
-9.99123,-0.296106,-0.296106
-9.96493,-0.591692,-0.591692
-9.92115,-0.88624,-0.88624
-9.85996,-1.17923,-1.17923
-9.78148,-1.47016,-1.47016
-9.68583,-1.7585,-1.7585
-9.57319,-2.04376,-2.04376
-9.44376,-2.32544,-2.32544
-9.29776,-2.60303,-2.60303
-9.13545,-2.87606,-2.87606
-8.95712,-3.14405,-3.14405
-8.76307,-3.40651,-3.40651
-8.55364,-3.663,-3.663
-8.32921,-3.91307,-3.91307
-8.09017,-4.15627,-4.15627
-7.83693,-4.39218,-4.39218
-7.56995,-4.62038,-4.62038
-7.28969,-4.84048,-4.84048
-6.99663,-5.05208,-5.05208
-6.69131,-5.25483,-5.25483
-6.37424,-5.44835,-5.44835
-6.04599,-5.63232,-5.63232
-5.70714,-5.8064,-5.8064
-5.35827,-5.9703,-5.9703
-5,-6.12372,-6.12372
-4.63296,-6.26641,-6.26641
-4.25779,-6.39809,-6.39809
-3.87516,-6.51856,-6.51856
-3.48572,-6.62758,-6.62758
-3.09017,-6.72499,-6.72499
-2.6892,-6.81059,-6.81059
-2.28351,-6.88424,-6.88424
-1.87381,-6.94582,-6.94582
-1.46083,-6.99521,-6.99521
-1.04528,-7.03233,-7.03233
-0.627905,-7.05711,-7.05711
-0.209424,-7.06952,-7.06952
0.209424,-7.06952,-7.06952
0.627905,-7.05711,-7.05711
1.04528,-7.03233,-7.03233
1.46083,-6.99521,-6.99521
1.87381,-6.94582,-6.94582
2.28351,-6.88424,-6.88424
2.6892,-6.81059,-6.81059
3.09017,-6.72499,-6.72499
3.48572,-6.62758,-6.62758
3.87516,-6.51856,-6.51856
4.25779,-6.39809,-6.39809
4.63296,-6.26641,-6.26641
5,-6.12372,-6.12372
5.35827,-5.9703,-5.9703
5.70714,-5.8064,-5.8064
6.04599,-5.63232,-5.63232
6.37424,-5.44835,-5.44835
6.69131,-5.25483,-5.25483
6.99663,-5.05208,-5.05208
7.28969,-4.84048,-4.84048
7.56995,-4.62038,-4.62038
7.83693,-4.39218,-4.39218
8.09017,-4.15627,-4.15627
8.32921,-3.91307,-3.91307
8.55364,-3.663,-3.663
8.76307,-3.40651,-3.40651
8.95712,-3.14405,-3.14405
9.13545,-2.87606,-2.87606
9.29776,-2.60303,-2.60303
9.44376,-2.32544,-2.32544
9.57319,-2.04376,-2.04376
9.68583,-1.7585,-1.7585
9.78148,-1.47016,-1.47016
9.85996,-1.17923,-1.17923
9.92115,-0.88624,-0.88624
9.96493,-0.591692,-0.591692
9.99123,-0.296106,-0.296106
